date,store_nbr,total_sales,mean_family_sales,median_family_sales,max_family_sales,total_promotion_units,promoted_families,zero_sales_families,total_families,promoted_families_pct,zero_sales_families_pct,city,state,store_type,cluster,store_sales_p01,store_sales_p99,store_day_anomaly_flag
2013-01-24,2,5084.419,154.07330303030304,4.0,1875.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-01-31,2,5371.413996,162.7701210909091,8.0,1879.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-02-10,2,4872.602998,147.65463630303032,6.0,1957.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-02-14,2,5509.1380039999995,166.94357587878787,9.0,2062.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-02-21,2,5138.403004,155.70918193939394,6.0,1969.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-02-28,2,5366.672,162.62642424242424,5.0,1975.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-03-14,2,5040.173,152.73251515151514,4.0,1977.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-03-19,2,5485.65798,166.23206,14.0,2187.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-03-21,2,5202.618979999999,157.6551206060606,5.0,2073.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-04-25,2,5361.617,162.47324242424244,4.0,2098.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-06-11,2,5480.47,166.0748484848485,11.0,2040.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2013-06-27,2,5240.408005,158.80024257575758,4.0,2116.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2014-01-01,2,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2015-01-01,2,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2015-10-04,2,25333.132998,767.6706969090909,55.0,7155.0,27,9,4,33,0.2727272727272727,0.12121212121212122,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2015-11-11,2,51010.736,1545.7798787878787,36.0,33274.0,253,9,3,33,0.2727272727272727,0.09090909090909091,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2015-11-23,2,26256.046004,795.6377576969697,26.0,13430.0,70,10,5,33,0.30303030303030304,0.15151515151515152,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2015-12-23,2,25495.543001,772.5922121515151,96.0,7291.0,255,10,4,33,0.30303030303030304,0.12121212121212122,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-01-01,2,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2016-04-03,2,25478.493,772.0755454545454,65.157,7354.0,70,9,4,33,0.2727272727272727,0.12121212121212122,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-04-17,2,27442.792,831.5997575757576,42.0,9308.0,47,11,4,33,0.3333333333333333,0.12121212121212122,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-04-18,2,24896.781,754.4479090909091,34.0,9414.0,39,9,2,33,0.2727272727272727,0.06060606060606061,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-04-21,2,43039.377,1304.2235454545455,25.0,23687.0,129,14,2,33,0.42424242424242425,0.06060606060606061,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-04-22,2,29954.051005,907.6985153030304,32.148,14454.0,286,14,4,33,0.42424242424242425,0.12121212121212122,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-04-26,2,72846.87697,2207.4811203030304,22.663,63434.0,102,11,4,33,0.3333333333333333,0.12121212121212122,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-05-02,2,136457.427,4135.073545454546,39.0,124717.0,129,12,2,33,0.36363636363636365,0.06060606060606061,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-05-09,2,26462.652,801.8985454545455,29.538,12303.0,129,14,2,33,0.42424242424242425,0.06060606060606061,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-10-02,2,25191.637,763.3829393939394,57.072,7314.0,160,13,2,33,0.3939393939393939,0.06060606060606061,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-12-21,2,25234.376,764.6780606060606,52.0,7637.0,541,20,2,33,0.6060606060606061,0.06060606060606061,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2016-12-23,2,24729.655,749.3834848484848,54.0,7663.0,499,20,2,33,0.6060606060606061,0.06060606060606061,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2017-01-01,2,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_bottom_1_pct
2017-01-22,2,24888.758,754.2047878787879,50.0,6524.0,199,16,1,33,0.48484848484848486,0.030303030303030304,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2017-04-01,2,27238.483,825.4085757575758,41.0,8544.0,96,12,5,33,0.36363636363636365,0.15151515151515152,Quito,Pichincha,D,13,5523.67295736,24563.374460000014,store_top_1_pct
2013-01-01,3,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-01-10,3,12222.912,370.39127272727274,10.0,4036.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-01-24,3,11454.688,347.11175757575757,6.0,3806.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-01-29,3,12254.652,371.3530909090909,8.0,4007.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-01-31,3,11805.16002,357.7321218181818,5.0,3804.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-02-10,3,11692.60497,354.32136272727274,8.0,3963.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-02-11,3,11629.43898,352.40724181818183,13.0,3890.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-02-21,3,12110.657,366.98960606060604,5.0,4131.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-02-26,3,12203.333,369.7979696969697,8.0,4192.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-02-28,3,12014.85797,364.08660515151513,6.0,4034.0,0,0,12,33,0.0,0.36363636363636365,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-03-14,3,12029.342,364.52551515151515,6.0,3993.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-04-11,3,12075.180980000001,365.9145751515152,6.0,4215.0,0,0,13,33,0.0,0.3939393939393939,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2013-09-26,3,12002.819,363.72178787878784,11.0,3991.0,0,0,11,33,0.0,0.3333333333333333,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2014-01-01,3,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2015-01-01,3,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2015-10-04,3,60347.5345,1828.7131666666667,129.0,15755.0,31,9,5,33,0.2727272727272727,0.15151515151515152,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-01-01,3,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2016-01-03,3,56595.148,1715.004484848485,124.0,14327.0,51,10,4,33,0.30303030303030304,0.12121212121212122,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-04-03,3,60801.558,1842.4714545454544,114.0,14893.0,73,8,4,33,0.24242424242424243,0.12121212121212122,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-04-17,3,68557.05,2077.486363636364,95.0,21858.0,67,14,3,33,0.42424242424242425,0.09090909090909091,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-04-18,3,57446.996999999996,1740.8180909090909,95.678,21767.0,68,11,3,33,0.3333333333333333,0.09090909090909091,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-10-02,3,59938.63,1816.3221212121211,125.0,15377.0,178,14,1,33,0.42424242424242425,0.030303030303030304,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-11-13,3,59263.8051,1795.8728818181817,139.748,15047.0,285,17,1,33,0.5151515151515151,0.030303030303030304,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-12-04,3,61986.957,1878.3926363636365,124.0,16723.0,323,17,0,33,0.5151515151515151,0.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-12-18,3,59613.731,1806.476696969697,131.0,15747.0,359,19,0,33,0.5757575757575758,0.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2016-12-21,3,58525.195999999996,1773.4907878787878,125.0,18513.0,573,19,0,33,0.5757575757575758,0.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2017-01-01,3,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_bottom_1_pct
2017-01-02,3,62625.6239,1897.7461787878788,113.0,17332.0,246,18,1,33,0.5454545454545454,0.030303030303030304,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2017-01-15,3,56517.2469,1712.6438454545455,116.0,15871.0,208,19,1,33,0.5757575757575758,0.030303030303030304,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2017-01-22,3,58912.14802,1785.2166066666666,108.348,16878.0,202,16,0,33,0.48484848484848486,0.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2017-03-12,3,56538.431,1713.2857878787877,95.0,15434.0,148,16,0,33,0.48484848484848486,0.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2017-03-19,3,59458.639,1801.7769393939395,116.0,16973.0,143,16,0,33,0.48484848484848486,0.0,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2017-04-01,3,69516.38603,2106.5571524242423,102.0,18210.0,118,15,2,33,0.45454545454545453,0.06060606060606061,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2017-06-04,3,64493.61602,1954.3520006060608,121.0,19154.0,196,14,1,33,0.42424242424242425,0.030303030303030304,Quito,Pichincha,D,8,12263.50644,56496.060403,store_top_1_pct
2013-01-01,4,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-01-10,4,4674.246,141.64381818181818,4.0,1797.0,0,0,15,33,0.0,0.45454545454545453,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-01-24,4,4496.408,136.25478787878788,4.0,1720.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-01-31,4,4579.949,138.78633333333332,3.0,1632.0,0,0,15,33,0.0,0.45454545454545453,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-02-07,4,4416.072991,133.82039366666666,5.0,1731.0,0,0,15,33,0.0,0.45454545454545453,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-02-28,4,4575.146,138.64078787878788,1.0,1754.0,0,0,15,33,0.0,0.45454545454545453,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-03-14,4,4038.0480000000002,122.36509090909091,2.0,1435.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-04-11,4,4528.722,137.23399999999998,2.0,1790.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-04-18,4,4655.822,141.08551515151515,2.0,1980.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-06-13,4,4617.160014,139.91393981818183,3.0,1854.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-09-12,4,4183.1919960000005,126.76339381818184,5.0,1712.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2013-09-19,4,4549.53699,137.86475727272727,4.0,1794.0,0,0,14,33,0.0,0.42424242424242425,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2014-01-01,4,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2014-09-07,4,23351.397042,707.6180921818182,31.0,6022.0,23,9,6,33,0.2727272727272727,0.18181818181818182,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2014-10-05,4,24252.57001,734.9263639393939,29.0,5845.0,24,10,5,33,0.30303030303030304,0.15151515151515152,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2015-01-01,4,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2015-07-07,4,4412.115,133.70045454545453,7.351,1179.0,11,5,9,33,0.15151515151515152,0.2727272727272727,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2015-10-04,4,23341.87,707.3293939393939,47.0,6719.0,28,8,6,33,0.24242424242424243,0.18181818181818182,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2016-01-01,4,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2016-01-03,4,22891.095999999998,693.6695757575757,49.0,5964.0,48,9,5,33,0.2727272727272727,0.15151515151515152,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2016-01-10,4,22679.844996,687.2680301818182,39.0,6063.0,27,8,4,33,0.24242424242424243,0.12121212121212122,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2016-04-03,4,23986.723967,726.8704232424243,38.0,6614.0,67,7,4,33,0.21212121212121213,0.12121212121212122,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2016-04-17,4,26557.102,804.7606666666667,35.0,8969.0,75,14,4,33,0.42424242424242425,0.12121212121212122,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2016-10-02,4,25247.442002,765.0740000606061,39.802002,7153.0,150,13,4,33,0.3939393939393939,0.12121212121212122,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2016-11-13,4,23994.356003,727.101697060606,59.0,6173.0,264,16,2,33,0.48484848484848486,0.06060606060606061,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-01-01,4,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Quito,Pichincha,D,9,4685.04264,22340.34339,store_bottom_1_pct
2017-01-02,4,23386.334,708.6767878787879,45.0,6128.0,221,16,1,33,0.48484848484848486,0.030303030303030304,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-01-08,4,22429.152,679.6712727272727,52.0,5827.0,199,17,3,33,0.5151515151515151,0.09090909090909091,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-01-22,4,22831.228,691.8553939393939,46.826,5895.0,198,17,2,33,0.5151515151515151,0.06060606060606061,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-02-12,4,22364.635000000002,677.7162121212122,48.0,5964.0,138,16,1,33,0.48484848484848486,0.030303030303030304,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-03-05,4,22950.003,695.4546363636364,44.0,6367.0,165,14,4,33,0.42424242424242425,0.12121212121212122,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-03-19,4,23151.006,701.5456363636364,46.0,6248.0,141,16,3,33,0.48484848484848486,0.09090909090909091,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-04-01,4,24167.212,732.3397575757575,29.0,7354.0,103,14,3,33,0.42424242424242425,0.09090909090909091,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2017-06-11,4,22476.403018,681.1031217575758,45.0,6434.0,249,13,4,33,0.3939393939393939,0.12121212121212122,Quito,Pichincha,D,9,4685.04264,22340.34339,store_top_1_pct
2013-01-01,5,0.0,0.0,0.0,0.0,0,0,33,33,0.0,1.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-02-11,5,4601.031,139.4251818181818,5.0,1885.0,0,0,13,33,0.0,0.3939393939393939,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-02-12,5,3938.656,119.35321212121212,3.0,1528.0,0,0,13,33,0.0,0.3939393939393939,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-03-14,5,4806.669996,145.65666654545453,6.0,2017.0,0,0,12,33,0.0,0.36363636363636365,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-04-25,5,4606.495,139.59075757575758,3.0,1973.0,0,0,14,33,0.0,0.42424242424242425,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-06-13,5,4818.508,146.01539393939393,5.641,2095.0,0,0,13,33,0.0,0.3939393939393939,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-06-27,5,4799.286,145.4329090909091,8.0,2178.0,0,0,14,33,0.0,0.42424242424242425,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-07-03,5,4386.552,132.92581818181816,5.0,1909.0,0,0,15,33,0.0,0.45454545454545453,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-09-19,5,4874.799,147.7211818181818,4.0,2166.0,0,0,12,33,0.0,0.36363636363636365,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-09-26,5,4963.446,150.40745454545456,3.0,2081.0,0,0,14,33,0.0,0.42424242424242425,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-10-17,5,4927.79401,149.3270912121212,3.552,2188.0,0,0,14,33,0.0,0.42424242424242425,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-11-27,5,4883.444,147.98315151515152,2.0,2196.0,0,0,13,33,0.0,0.3939393939393939,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
2013-11-28,5,4009.238,121.4920606060606,4.0,1662.0,0,0,14,33,0.0,0.42424242424242425,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4966.27464332,16879.44102000002,store_bottom_1_pct
