date,total_sales,total_transactions,stores_with_transaction_record,total_store_rows,total_promotion_units,mean_promoted_families_pct,mean_zero_sales_families_pct,stores_with_transaction_record_pct,sales_per_transaction
2013-01-23,283258.4530325,69819.0,46,54,0,0.0,0.5269360269360269,0.8518518518518519,4.057039674479726
2013-01-24,247245.690995,63705.0,46,54,0,0.0,0.5286195286195287,0.8518518518518519,3.881103382701515
2013-01-25,290022.77193,71273.0,46,54,0,0.0,0.5252525252525252,0.8518518518518519,4.069181484292789
2013-01-26,413799.7679753,88022.0,46,54,0,0.0,0.5134680134680134,0.8518518518518519,4.701094816924178
2013-01-27,430411.991233,83304.0,46,54,0,0.0,0.5443322109988776,0.8518518518518519,5.166762595229521
2013-01-28,285460.169953,70389.0,46,54,0,0.0,0.5291806958473625,0.8518518518518519,4.055465626063731
2013-01-29,264488.81807649997,68435.0,46,54,0,0.0,0.5241301907968575,0.8518518518518519,3.8648179743771456
2013-01-30,281061.12705199997,70888.0,46,54,0,0.0,0.5252525252525252,0.8518518518518519,3.964861853233269
2013-01-31,271254.217996,70268.0,46,54,0,0.0,0.5235690235690236,0.8518518518518519,3.860280895941254
2013-02-01,369402.055266,78302.0,46,54,0,0.0,0.5134680134680134,0.8518518518518519,4.717657981481954
2013-02-02,518887.462705,97347.0,46,54,0,0.0,0.5101010101010102,0.8518518518518519,5.330287145007037
2013-02-03,486336.82018,87026.0,46,54,0,0.0,0.5353535353535354,0.8518518518518519,5.588408293843219
2013-02-04,344308.715017,75330.0,46,54,0,0.0,0.5145903479236813,0.8518518518518519,4.57067191048719
2013-02-05,321245.83913,76206.0,46,54,0,0.0,0.5252525252525252,0.8518518518518519,4.215492731937117
2013-02-06,321538.177149,75291.0,46,54,0,0.0,0.5258136924803591,0.8518518518518519,4.270605745029286
2013-02-07,290807.530973,72789.0,46,54,0,0.0,0.5241301907968575,0.8518518518518519,3.995212614172471
2013-02-08,347441.789912,79726.0,46,54,0,0.0,0.5202020202020202,0.8518518518518519,4.357948346988436
2013-02-09,416176.2790747,90342.0,46,54,0,0.0,0.5123456790123457,0.8518518518518519,4.606675511663457
2013-02-10,300951.328993,69963.0,46,54,0,0.0,0.5168350168350169,0.8518518518518519,4.30157839133542
2013-02-11,278627.588926,67222.0,46,54,0,0.0,0.5230078563411896,0.8518518518518519,4.144886925798102
2013-02-12,308800.7909121,71808.0,46,54,0,0.0,0.5173961840628507,0.8518518518518519,4.300367520500501
2013-02-13,319597.929962,80098.0,46,54,0,0.0,0.5196408529741864,0.8518518518518519,3.990086268845664
2013-02-14,308164.016957,88681.0,46,54,0,0.0,0.5224466891133558,0.8518518518518519,3.474972282191225
2013-02-15,320168.883912,75789.0,46,54,0,0.0,0.5274971941638609,0.8518518518518519,4.224476954597633
2013-02-16,485660.494008,92816.0,46,54,0,0.0,0.5387205387205387,0.8518518518518519,5.232508339165661
2013-02-17,399588.910014,77449.0,46,54,0,0.0,0.5432098765432098,0.8518518518518519,5.1593811413188035
2013-02-18,350745.57319100003,76437.0,46,54,0,0.0,0.521324354657688,0.8518518518518519,4.588688373313971
2013-02-19,293637.801951,70645.0,46,54,0,0.0,0.5202020202020202,0.8518518518518519,4.156526321055984
2013-02-20,313803.162034,73812.0,46,54,0,0.0,0.5179573512906847,0.8518518518518519,4.251384084349428
2013-02-21,267711.1090155,68246.0,46,54,0,0.0,0.5252525252525252,0.8518518518518519,3.9227369958019516
2013-02-22,285679.869131,70914.0,46,54,0,0.0,0.5235690235690236,0.8518518518518519,4.028539768325014
2013-02-23,412897.349113,88390.0,46,54,0,0.0,0.5162738496071829,0.8518518518518519,4.671312921292001
2013-02-24,452726.126103,84125.0,46,54,0,0.0,0.5375982042648709,0.8518518518518519,5.381588423215454
2013-02-25,307110.875933,72167.0,46,54,0,0.0,0.5224466891133558,0.8518518518518519,4.255558301342719
2013-02-26,270425.00706750003,68706.0,46,54,0,0.0,0.5241301907968574,0.8518518518518519,3.935973671404245
2013-02-27,288401.998919,70170.0,46,54,0,0.0,0.5224466891133558,0.8518518518518519,4.110047013239276
2013-02-28,278116.291888,69818.0,46,54,0,0.0,0.5185185185185185,0.8518518518518519,3.9834468459136607
2013-03-01,378898.165064,79524.0,46,54,0,0.0,0.5089786756453423,0.8518518518518519,4.764576292238821
2013-03-02,547857.2052580001,98616.0,46,54,0,0.0,0.5039281705948372,0.8518518518518519,5.555459613632677
2013-03-03,559820.580027,92716.0,46,54,0,0.0,0.5308641975308642,0.8518518518518519,6.038014798168601
2013-03-04,383647.679097,79078.0,46,54,0,0.0,0.5151515151515151,0.8518518518518519,4.851509637282177
2013-03-05,332189.993189,75134.0,46,54,0,0.0,0.510662177328844,0.8518518518518519,4.421300518926185
2013-03-06,335726.580968,76519.0,46,54,0,0.0,0.5084175084175084,0.8518518518518519,4.387493053594532
2013-03-07,293099.52701,73910.0,46,54,0,0.0,0.521324354657688,0.8518518518518519,3.9656274795020976
2013-03-08,316600.679967,78231.0,46,54,0,0.0,0.5145903479236813,0.8518518518518519,4.046997737047973
2013-03-09,453259.496866,92462.0,46,54,0,0.0,0.49887766554433216,0.8518518518518519,4.90211651128031
2013-03-10,461859.756153,86322.0,46,54,0,0.0,0.5297418630751964,0.8518518518518519,5.350429278202544
2013-03-11,318379.133021,75161.0,46,54,0,0.0,0.5196408529741863,0.8518518518518519,4.235961908715956
2013-03-12,271823.37801,69346.0,46,54,0,0.0,0.5145903479236813,0.8518518518518519,3.919813370778415
2013-03-13,287869.663972,72010.0,46,54,0,0.0,0.5190796857463524,0.8518518518518519,3.9976345503680046
2013-03-14,247541.420096,67393.0,46,54,0,0.0,0.5168350168350169,0.8518518518518519,3.6731028459335535
2013-03-15,315878.090213,75533.0,46,54,0,0.0,0.5140291806958474,0.8518518518518519,4.181987875670237
2013-03-16,482233.433961,91900.0,46,54,0,0.0,0.4910213243546577,0.8518518518518519,5.247371425038085
2013-03-17,513439.584913,89346.0,46,54,0,0.0,0.5123456790123457,0.8518518518518519,5.746643217525127
2013-03-18,330283.80303,74418.0,46,54,0,0.0,0.5067340067340067,0.8518518518518519,4.4382246637910185
2013-03-19,294020.245897,71841.0,46,54,0,0.0,0.5072951739618407,0.8518518518518519,4.092652467212316
2013-03-20,321207.006946,74145.0,46,54,0,0.0,0.4994388327721661,0.8518518518518519,4.332146563436509
2013-03-21,269130.127953,69157.0,46,54,0,0.0,0.5067340067340067,0.8518518518518519,3.891581878233585
2013-03-22,304100.453969,71990.0,46,54,0,0.0,0.5,0.8518518518518519,4.224204111251563
2013-03-23,453192.003086,91923.0,46,54,0,0.0,0.48653198653198654,0.8518518518518519,4.930126334932497
2013-03-24,449794.636951,83439.0,46,54,0,0.0,0.5151515151515151,0.8518518518518519,5.3907002355133695
2013-03-25,317559.6099585,72992.0,46,54,0,0.0,0.5061728395061729,0.8518518518518519,4.3506084222723045
2013-03-26,275818.23589999997,68469.0,46,54,0,0.0,0.5022446689113356,0.8518518518518519,4.028366646219457
2013-03-27,313691.148998,74049.0,46,54,0,0.0,0.5061728395061729,0.8518518518518519,4.236264487001851
2013-03-28,339293.269022,82104.0,46,54,0,0.0,0.49775533108866443,0.8518518518518519,4.132481596779694
2013-03-29,345513.132,77781.0,46,54,0,0.0,0.49607182940516276,0.8518518518518519,4.4421276661395455
2013-03-30,452661.356036,90611.0,46,54,0,0.0,0.4904601571268238,0.8518518518518519,4.995655671342331
2013-03-31,462107.63995599997,82563.0,46,54,0,0.0,0.5117845117845118,0.8518518518518519,5.5970306306214646
2013-04-01,428816.447912,81678.0,46,54,0,0.0,0.5022446689113356,0.8518518518518519,5.250085064668577
2013-04-02,377732.82796100003,77165.0,46,54,0,0.0,0.49270482603815935,0.8518518518518519,4.895131574690598
2013-04-03,373731.0758793,78534.0,46,54,0,0.0,0.4949494949494949,0.8518518518518519,4.758844269734128
2013-04-04,308738.385963,72217.0,46,54,0,0.0,0.5056116722783389,0.8518518518518519,4.275148316365953
2013-04-05,336394.782031,74928.0,46,54,0,0.0,0.5022446689113356,0.8518518518518519,4.4895737512144995
2013-04-06,509424.214023,94844.0,46,54,0,0.0,0.4898989898989899,0.8518518518518519,5.371180190871326
2013-04-07,519048.376884,89183.0,46,54,0,0.0,0.5168350168350169,0.8518518518518519,5.820037191886346
2013-04-08,346649.815943,75161.0,46,54,0,0.0,0.5016835016835016,0.8518518518518519,4.612096911203949
2013-04-09,306335.8019617,71416.0,46,54,0,0.0,0.49887766554433216,0.8518518518518519,4.289456171750028
2013-04-10,312846.374941,73989.0,46,54,0,0.0,0.5028058361391695,0.8518518518518519,4.2282822438605745
2013-04-11,303223.41301,71907.0,46,54,0,0.0,0.5072951739618407,0.8518518518518519,4.216883099141947
2013-04-12,314394.967035,75403.0,46,54,0,0.0,0.49775533108866443,0.8518518518518519,4.169528626646154
2013-04-13,453442.497048,92166.0,46,54,0,0.0,0.4876543209876543,0.8518518518518519,4.919845681140551
2013-04-14,478417.148813,86803.0,46,54,0,0.0,0.5140291806958474,0.8518518518518519,5.511527813704595
2013-04-15,338712.458055,76251.0,46,54,0,0.0,0.5,0.8518518518518519,4.442072340756186
2013-04-16,333431.88004899997,74187.0,46,54,0,0.0,0.5050505050505051,0.8518518518518519,4.494478548114898
2013-04-17,334990.518942,74529.0,46,54,0,0.0,0.5022446689113356,0.8518518518518519,4.494767391780381
2013-04-18,281924.509951,68343.0,46,54,0,0.0,0.5061728395061729,0.8518518518518519,4.125140979339508
2013-04-19,311588.70494,73119.0,46,54,0,0.0,0.5016835016835016,0.8518518518518519,4.261391771495782
2013-04-20,459884.83804299997,92014.0,46,54,0,0.0,0.4882154882154882,0.8518518518518519,4.997987676255787
2013-04-21,485721.03208699997,87401.0,46,54,0,0.0,0.5157126823793491,0.8518518518518519,5.557385294069862
2013-04-22,328886.320986,75157.0,46,54,0,0.0,0.5050505050505051,0.8518518518518519,4.375990539617068
2013-04-23,302097.8329435,71657.0,46,54,0,0.0,0.5022446689113356,0.8518518518518519,4.215887253771439
2013-04-24,310555.184925,73003.0,46,54,0,0.0,0.5067340067340067,0.8518518518518519,4.254005793255072
2013-04-25,268790.618996,68917.0,46,54,0,0.0,0.5112233445566778,0.8518518518518519,3.9002077716093266
2013-04-26,304413.556952,72813.0,46,54,0,0.0,0.5050505050505051,0.8518518518518519,4.180758339197671
2013-04-27,446665.337895,89825.0,46,54,0,0.0,0.4966329966329966,0.8518518518518519,4.972617176676872
2013-04-28,477623.4729303,86773.0,46,54,0,0.0,0.5179573512906847,0.8518518518518519,5.504286735854471
2013-04-29,328795.874018,72009.0,46,54,0,0.0,0.4983164983164983,0.8518518518518519,4.566038606535294
2013-04-30,310186.466894,73513.0,46,54,0,0.0,0.4949494949494949,0.8518518518518519,4.219477737189341
2013-05-01,507974.636889,90548.0,46,54,0,0.0,0.4876543209876543,0.8518518518518519,5.610003941434377
2013-05-02,348709.460063,73639.0,46,54,0,0.0,0.500561167227834,0.8518518518518519,4.73539103006559
2013-05-03,374291.2510323,76685.0,46,54,0,0.0,0.4983164983164983,0.8518518518518519,4.880892626097673
2013-05-04,520339.515965,96689.0,46,54,0,0.0,0.4887766554433221,0.8518518518518519,5.381579248570159
2013-05-05,580268.550981,95212.0,46,54,0,0.0,0.5129068462401796,0.8518518518518519,6.0944896754715785
2013-05-06,369869.383046,76383.0,46,54,0,0.0,0.49887766554433216,0.8518518518518519,4.84229976625689
2013-05-07,317292.964148,72563.0,46,54,0,0.0,0.5044893378226711,0.8518518518518519,4.372654991497044
2013-05-08,332477.410968,74802.0,46,54,0,0.0,0.5050505050505051,0.8518518518518519,4.444766329349482
2013-05-09,305868.0570225,75025.0,47,54,0,0.0,0.49270482603815935,0.8703703703703703,4.0768817997001
2013-05-10,335937.441949,80282.0,47,54,0,0.0,0.4932659932659933,0.8703703703703703,4.184467775454024
2013-05-11,512090.58108000003,111484.0,47,54,0,0.0,0.4730639730639731,0.8703703703703703,4.593399780058125
2013-05-12,387860.5050145,89790.0,47,54,0,0.0,0.5134680134680134,0.8703703703703703,4.319640327592159
2013-05-13,350598.06187000003,75625.0,47,54,0,0.0,0.4932659932659933,0.8703703703703703,4.636007429685951
2013-05-14,308469.313119,71589.0,47,54,0,0.0,0.49214365881032546,0.8703703703703703,4.308892610862004
2013-05-15,329113.560081,74401.0,47,54,0,0.0,0.4949494949494949,0.8703703703703703,4.423509900149191
2013-05-16,307556.946937,71287.0,47,54,0,0.0,0.4983164983164983,0.8703703703703703,4.314348295439561
2013-05-17,330004.241998,74705.0,47,54,0,0.0,0.49607182940516276,0.8703703703703703,4.417431791687304
2013-05-18,480969.55894200003,91973.0,47,54,0,0.0,0.4792368125701459,0.8703703703703703,5.229464722712101
2013-05-19,518153.554009,89031.0,47,54,0,0.0,0.5016835016835016,0.8703703703703703,5.819922880895419
2013-05-20,341787.214991,74613.0,47,54,0,0.0,0.4949494949494949,0.8703703703703703,4.580799793481029
2013-05-21,307178.399952,70601.0,47,54,0,0.0,0.4983164983164983,0.8703703703703703,4.3509072102661435
2013-05-22,301785.4831075,71763.0,47,54,0,0.0,0.4876543209876543,0.8703703703703703,4.205307513725736
2013-05-23,289261.058026,70843.0,47,54,0,0.0,0.4904601571268238,0.8703703703703703,4.083128298152252
2013-05-24,398389.241982,78945.0,47,54,0,0.0,0.4837261503928171,0.8703703703703703,5.046415124225727
2013-05-25,417930.141993,85230.0,47,54,0,0.0,0.48035914702581367,0.8703703703703703,4.903556752235128
2013-05-26,450631.400068,81869.0,47,54,0,0.0,0.5072951739618407,0.8703703703703703,5.504298331089912
2013-05-27,321630.8309235,72144.0,47,54,0,0.0,0.5050505050505051,0.8703703703703703,4.4581785169036925
2013-05-28,307329.16805649997,71801.0,47,54,0,0.0,0.4966329966329966,0.8703703703703703,4.280290915955209
2013-05-29,309333.380899,73970.0,47,54,0,0.0,0.5,0.8703703703703703,4.181876178166824
2013-05-30,304344.849939,77052.0,47,54,0,0.0,0.49214365881032546,0.8703703703703703,3.94986307868712
2013-05-31,330257.841975,76921.0,47,54,0,0.0,0.4915824915824916,0.8703703703703703,4.293467869307471
2013-06-01,566901.814988,101740.0,47,54,0,0.0,0.4848484848484848,0.8703703703703703,5.572064232239041
2013-06-02,637698.494958,98018.0,47,54,0,0.0,0.5039281705948372,0.8703703703703703,6.505932532371605
2013-06-03,426332.097995,80648.0,47,54,0,0.0,0.4887766554433221,0.8703703703703703,5.286331936253844
2013-06-04,369705.160085,76213.0,47,54,0,0.0,0.4898989898989899,0.8703703703703703,4.850946165155551
2013-06-05,361791.080915,77605.0,47,54,0,0.0,0.48653198653198654,0.8703703703703703,4.661955813607371
2013-06-06,317496.765891,72282.0,47,54,0,0.0,0.4887766554433221,0.8703703703703703,4.39247344969702
2013-06-07,357673.087977,79014.0,47,54,0,0.0,0.49270482603815935,0.8703703703703703,4.526705241817906
2013-06-08,466292.699096,89783.0,47,54,0,0.0,0.48092031425364756,0.8703703703703703,5.193552221422764
2013-06-09,526804.730256,89751.0,47,54,0,0.0,0.500561167227834,0.8703703703703703,5.86962518808704
2013-06-10,349754.291978,74546.0,47,54,0,0.0,0.49270482603815935,0.8703703703703703,4.691791537815577
2013-06-11,283858.2159925,68636.0,47,54,0,0.0,0.49887766554433216,0.8703703703703703,4.135704528126639
2013-06-12,320173.5779987,73386.0,47,54,0,0.0,0.48933782267115605,0.8703703703703703,4.36287000243507
2013-06-13,282886.9200452,69703.0,47,54,0,0.0,0.49551066217732886,0.8703703703703703,4.058461185963301
2013-06-14,326956.7421072,76434.0,47,54,0,0.0,0.4904601571268238,0.8703703703703703,4.277634849768428
2013-06-15,505950.6668701,102541.0,47,54,0,0.0,0.47755331088664427,0.8703703703703703,4.934130414859422
2013-06-16,435894.082881,87839.0,47,54,0,0.0,0.5095398428731762,0.8703703703703703,4.962420825385079
2013-06-17,370944.271024,76236.0,47,54,0,0.0,0.5011223344556678,0.8703703703703703,4.865736279762842
2013-06-18,320885.3399215,73179.0,47,54,0,0.0,0.4932659932659933,0.8703703703703703,4.384937480991815
2013-06-19,319235.257977,68613.0,43,54,0,0.0,0.4938271604938272,0.7962962962962963,4.652693483406934
2013-06-20,293877.944015,69984.0,47,54,0,0.0,0.4949494949494949,0.8703703703703703,4.199216163908893
2013-06-21,319722.6870265,73717.0,47,54,0,0.0,0.5016835016835016,0.8703703703703703,4.337163571855881
2013-06-22,446347.312096,88681.0,47,54,0,0.0,0.4764309764309764,0.8703703703703703,5.033178607548404
2013-06-23,504964.845142,86152.0,47,54,0,0.0,0.5078563411896746,0.8703703703703703,5.861324695213112
2013-06-24,336631.9640383,73403.0,47,54,0,0.0,0.4904601571268238,0.8703703703703703,4.586079098106344
2013-06-25,305119.530064,70549.0,47,54,0,0.0,0.5028058361391695,0.8703703703703703,4.324930616507675
2013-06-26,301847.2489636,71009.0,47,54,0,0.0,0.49775533108866443,0.8703703703703703,4.250830865997268
2013-06-27,266525.458966,67340.0,47,54,0,0.0,0.4983164983164983,0.8703703703703703,3.9579070235521234
2013-06-28,324210.971803,74172.0,47,54,0,0.0,0.4949494949494949,0.8703703703703703,4.371069565375074
2013-06-29,509379.108146,93531.0,47,54,0,0.0,0.48092031425364756,0.8703703703703703,5.446099241385209
2013-06-30,533481.6930270001,87501.0,47,54,0,0.0,0.5072951739618407,0.8703703703703703,6.096863956149074
2013-07-01,441758.3880965,81850.0,47,54,0,0.0,0.4904601571268238,0.8703703703703703,5.397170288289554
2013-07-02,390958.38408,79187.0,47,54,0,0.0,0.49551066217732886,0.8703703703703703,4.937153624711127
2013-07-03,374551.917949,78437.0,47,54,0,0.0,0.49607182940516276,0.8703703703703703,4.7751943336563105
2013-07-04,327020.179028,75664.0,47,54,0,0.0,0.49607182940516276,0.8703703703703703,4.322004903626559
2013-07-05,351401.500074,77710.0,47,54,0,0.0,0.4949494949494949,0.8703703703703703,4.521959851679321
2013-07-06,479514.493924,92132.0,47,54,0,0.0,0.4769921436588103,0.8703703703703703,5.204646528068424
2013-07-07,500606.073078,87219.0,47,54,0,0.0,0.5089786756453423,0.8703703703703703,5.739644722801224
2013-07-08,365452.995017,77464.0,46,54,0,0.0,0.5078563411896746,0.8518518518518519,4.717713970579882
2013-07-09,317279.1449993,73041.0,46,54,0,0.0,0.5095398428731762,0.8518518518518519,4.3438499609712355
2013-07-10,314134.886071,73319.0,46,54,0,0.0,0.5039281705948372,0.8518518518518519,4.284494961346991
2013-07-11,281750.931023,68662.0,46,54,0,0.0,0.5089786756453423,0.8518518518518519,4.103447773484605
2013-07-12,308786.438133,73261.0,46,54,0,0.0,0.5084175084175084,0.8518518518518519,4.214881562263687
2013-07-13,432569.1022205,88063.0,46,54,0,0.0,0.49719416386083054,0.8518518518518519,4.912041404681876
2013-07-14,438722.417857,81622.0,46,54,0,0.0,0.5286195286195287,0.8518518518518519,5.37505106291196
2013-07-15,348803.0469486,76717.0,46,54,0,0.0,0.5157126823793491,0.8518518518518519,4.546620005326068
2013-07-16,335516.229006,75755.0,46,54,0,0.0,0.5101010101010102,0.8518518518518519,4.428964807682661
2013-07-17,324313.8180255,73859.0,46,54,0,0.0,0.5089786756453423,0.8518518518518519,4.390985770528981
2013-07-18,287074.8739522,69399.0,46,54,0,0.0,0.5089786756453423,0.8518518518518519,4.13658516624447
2013-07-19,313332.555049,73231.0,46,54,0,0.0,0.5095398428731762,0.8518518518518519,4.278687373503025
2013-07-20,435497.731013,87653.0,46,54,0,0.0,0.49607182940516276,0.8518518518518519,4.9684292723922745
2013-07-21,437952.624049,80799.0,46,54,0,0.0,0.521324354657688,0.8518518518518519,5.42027282576517
2013-07-22,342802.29905,75771.0,46,54,0,0.0,0.5112233445566778,0.8518518518518519,4.52418866122923
2013-07-23,316257.463107,73650.0,46,54,0,0.0,0.5117845117845118,0.8518518518518519,4.294059241099796
2013-07-24,309243.7899995,72876.0,46,54,0,0.0,0.5134680134680134,0.8518518518518519,4.243424309779625
2013-07-25,298074.2249247,70760.0,46,54,0,0.0,0.5072951739618407,0.8518518518518519,4.212467848003109
2013-07-26,318745.692921,74270.0,46,54,0,0.0,0.5101010101010102,0.8518518518518519,4.2917152675508285
2013-07-27,423890.5020012,86632.0,46,54,0,0.0,0.5022446689113356,0.8518518518518519,4.893001454441777
2013-07-28,433358.6520873,79729.0,46,54,0,0.0,0.5235690235690236,0.8518518518518519,5.43539555352883
2013-07-29,331493.2850525,72911.0,46,54,0,0.0,0.5095398428731762,0.8518518518518519,4.546546955226235
2013-07-30,318553.989932,72512.0,46,54,0,0.0,0.5151515151515151,0.8518518518518519,4.393120999724183
2013-07-31,357982.979012,77813.0,47,54,0,0.0,0.49719416386083054,0.8703703703703703,4.6005549074319205
2013-08-01,397555.3181021,78740.0,47,54,0,0.0,0.4932659932659933,0.8703703703703703,5.048962637821946
2013-08-02,393831.120007,79127.0,47,54,0,0.0,0.4966329966329966,0.8703703703703703,4.977202724822122
2013-08-03,516956.846013,93926.0,47,54,0,0.0,0.4887766554433221,0.8703703703703703,5.5038737518152585
2013-08-04,514267.27594,86805.0,47,54,0,0.0,0.5140291806958474,0.8703703703703703,5.924396934969184
2013-08-05,407033.810946,82080.0,47,54,0,0.0,0.5,0.8703703703703703,4.9589889247807015
2013-08-06,357263.854086,77927.0,47,54,0,0.0,0.5011223344556678,0.8703703703703703,4.584596533755951
2013-08-07,351302.132003,77426.0,47,54,0,0.0,0.500561167227834,0.8703703703703703,4.537263089956862
2013-08-08,310953.0239315,72592.0,47,54,0,0.0,0.5,0.8703703703703703,4.28357152208921
2013-08-09,337521.667868,77361.0,47,54,0,0.0,0.5022446689113356,0.8703703703703703,4.362943445250191
2013-08-10,434184.94409,85444.0,47,54,0,0.0,0.48709315375982043,0.8703703703703703,5.0815147241468095
2013-08-11,434720.3230013,80268.0,47,54,0,0.0,0.510662177328844,0.8703703703703703,5.41586090348956
2013-08-12,349539.224033,76317.0,47,54,0,0.0,0.49775533108866443,0.8703703703703703,4.580096492694944
2013-08-13,317103.331061,74660.0,47,54,0,0.0,0.4994388327721661,0.8703703703703703,4.247298835534423
2013-08-14,324377.386893,74211.0,47,54,0,0.0,0.4983164983164983,0.8703703703703703,4.371014902009136
2013-08-15,311043.17291,74220.0,47,54,0,0.0,0.49887766554433216,0.8703703703703703,4.190826905281596
2013-08-16,364487.3218839,79668.0,47,54,0,0.0,0.494388327721661,0.8703703703703703,4.575078097654014
2013-08-17,448835.3109167,88888.0,47,54,0,0.0,0.4820426487093154,0.8703703703703703,5.0494477422902975
2013-08-18,464053.7730675,83247.0,47,54,0,0.0,0.5168350168350169,0.8703703703703703,5.574420376319867
2013-08-19,362085.52696,77100.0,47,54,0,0.0,0.4994388327721661,0.8703703703703703,4.696310336705577
2013-08-20,343046.11398,76629.0,47,54,0,0.0,0.4983164983164983,0.8703703703703703,4.476713959206045
2013-08-21,335724.643932,76613.0,47,54,0,0.0,0.49607182940516276,0.8703703703703703,4.382084553952984
2013-08-22,306473.26098,71220.0,47,54,0,0.0,0.5028058361391695,0.8703703703703703,4.3031909713563605
2013-08-23,331906.369098,75844.0,47,54,0,0.0,0.49551066217732886,0.8703703703703703,4.376171735377881
2013-08-24,420576.154994,87502.0,47,54,0,0.0,0.48597081930415265,0.8703703703703703,4.806474766222486
2013-08-25,443694.09375400003,82558.0,47,54,0,0.0,0.5145903479236813,0.8703703703703703,5.374331909130551
2013-08-26,347159.6410143,76173.0,47,54,0,0.0,0.5028058361391695,0.8703703703703703,4.557515668469143
2013-08-27,319688.2190185,73568.0,47,54,0,0.0,0.5044893378226711,0.8703703703703703,4.345479271130111
2013-08-28,319322.060993,74979.0,47,54,0,0.0,0.5033670033670034,0.8703703703703703,4.2588199494925245
2013-08-29,294518.685943,71897.0,47,54,0,0.0,0.500561167227834,0.8703703703703703,4.096397428863513
2013-08-30,354932.930947,77749.0,47,54,0,0.0,0.5016835016835016,0.8703703703703703,4.565112489511119
2013-08-31,523631.3811059,96400.0,47,54,0,0.0,0.4837261503928171,0.8703703703703703,5.431860799853735
2013-09-01,640406.221875,95871.0,47,54,0,0.0,0.5134680134680134,0.8703703703703703,6.679874225521796
2013-09-02,458792.960966,84388.0,47,54,0,0.0,0.5022446689113356,0.8703703703703703,5.436708548205906
2013-09-03,397680.420032,79834.0,47,54,0,0.0,0.4910213243546577,0.8703703703703703,4.9813415340832226
2013-09-04,392565.48591,80360.0,47,54,0,0.0,0.4949494949494949,0.8703703703703703,4.88508568827775
2013-09-05,330622.779063,74704.0,47,54,0,0.0,0.49775533108866443,0.8703703703703703,4.425770762783786
2013-09-06,335442.247929,74579.0,47,54,0,0.0,0.49887766554433216,0.8703703703703703,4.497811018235696
2013-09-07,518584.247,95846.0,47,54,0,0.0,0.48148148148148145,0.8703703703703703,5.410598741731527
2013-09-08,560852.005091,94015.0,47,54,0,0.0,0.5157126823793491,0.8703703703703703,5.9655587415944265
2013-09-09,377151.7070027,77169.0,47,54,0,0.0,0.5022446689113356,0.8703703703703703,4.887347341584056
2013-09-10,308074.4658225,72483.0,47,54,0,0.0,0.5050505050505051,0.8703703703703703,4.2502995988369685
2013-09-11,323124.61885,74287.0,47,54,0,0.0,0.4983164983164983,0.8703703703703703,4.349679201609972
