date,total_sales,mean_daily_sales,median_daily_sales,total_promotion_units,mean_rows_with_promotion_pct,mean_zero_sales_pct
2015-03-29,3313274.189132,473324.8841617143,436906.608975,10188,0.14702581369248038,0.40484207150873813
2015-04-05,3786830.350098,540975.7642997142,524588.902022,10870,0.16490299823633156,0.4025974025974026
2015-04-12,3560792.903056,508684.70043657144,464788.21798,11021,0.16746833413500078,0.4033990700657367
2015-04-19,3484101.482566,497728.7832237143,453724.756048,12968,0.1919191919191919,0.4016354016354016
2015-04-26,3373276.357952,481896.62256457144,437625.507963,14356,0.21637004970338305,0.3944203944203944
2015-05-03,3759674.2641745,537096.3234535,432612.141938,14661,0.22126022126022127,0.4007535674202341
2015-05-10,3760892.1719690003,537270.3102812858,509493.227021,14544,0.23601090267756936,0.371653038319705
2015-05-17,3811072.453447,544438.921921,483535.538107,13726,0.22590989257655925,0.3715728715728716
2015-05-24,3681894.532841,525984.933263,466238.630977,13219,0.22759339426006095,0.3806317139650473
2015-05-31,4348059.627032,621151.3752902857,534802.790004,13114,0.22719256052589384,0.3738175404842071
2015-06-07,5555244.257868201,793606.3225526001,753430.6418917,21291,0.2515632515632516,0.2376142376142376
2015-06-14,4887221.9388835,698174.5626976428,641435.3719983,21210,0.2380150713484047,0.244668911335578
2015-06-21,4959274.7982519,708467.8283217,672637.824072,26228,0.28531345198011865,0.24506974506974505
2015-06-28,4904998.7389865,700714.1055694999,643411.714061,25165,0.2541285874619208,0.24771524771524772
2015-07-05,5673959.0191005,810565.5741572144,772773.3939200001,23488,0.19977553310886645,0.25108225108225113
2015-07-12,5085498.408166,726499.7725951428,732992.130029,22939,0.19095719095719096,0.25132275132275134
2015-07-19,4872479.969647,696068.5670924286,653452.17114,22907,0.1948051948051948,0.24619207952541286
2015-07-26,4774398.3750817,682056.9107259571,635244.2449785,25037,0.19384319384319385,0.24266474266474267
2015-08-02,5200294.1490747,742899.1641535285,652999.1942961001,25946,0.2059483726150393,0.2332852332852333
2015-08-09,4972290.8571813,710327.2653116144,724346.594,25809,0.23080006413339746,0.2287157287157287
2015-08-16,5274352.3579497,753478.9082785286,734484.205049,24494,0.22663139329805995,0.21885521885521886
2015-08-23,4869706.632172,695672.3760245714,653733.3600063,25152,0.23248356581689913,0.20923520923520922
2015-08-30,4982781.5767098,711825.9395299715,640075.9908365,25260,0.2281545614878948,0.20194003527336862
2015-09-06,6205734.9595757,886533.5656536714,879033.0925,29112,0.2464325797659131,0.19704986371653038
2015-09-13,5324272.2308302,760610.3186900286,705633.4998935,32293,0.26815776815776815,0.2053872053872054
2015-09-20,5333439.2309115,761919.8901302143,688405.190061,33030,0.31313131313131315,0.20915504248837583
2015-09-27,5162014.3475750005,737430.6210821429,690419.721922,32145,0.2944524611191278,0.2162097162097162
2015-10-04,6032141.6241195,861734.5177313571,796340.858947,30813,0.24819624819624822,0.2037838704505371
2015-10-11,5544143.37064,792020.48152,809524.837996,29455,0.2364117364117364,0.19544652877986213
2015-10-18,5296285.842336,756612.2631908571,693829.351874,26356,0.21765271765271765,0.18133718133718135
2015-10-25,5097209.7010116,728172.8144302286,672847.3460333,22430,0.17861151194484529,0.18318101651434987
2015-11-01,4719311.7757005,674187.3965286429,635875.8911987,24337,0.1702741702741703,0.18133718133718135
2015-11-08,5979377.1269675,854196.7324239286,855494.43996,28723,0.181657848324515,0.18189834856501522
2015-11-15,5054288.7779906,722041.2539986571,683644.901987,28996,0.18751002084335416,0.186307519640853
2015-11-22,5125026.2873349,732146.6124764143,683954.18795,33991,0.2368927368927369,0.18502485169151836
2015-11-29,5064974.6638847,723567.8091263857,658917.83013,31976,0.21933621933621936,0.18678852012185346
2015-12-06,6022485.4937587,860355.0705369571,857620.9426407,33602,0.23825557158890492,0.18109668109668112
2015-12-13,5623710.9528751,803387.2789821571,747893.782087,30565,0.22486772486772486,0.18149751483084817
2015-12-20,6425674.0576363,917953.4368051857,859930.249129,33792,0.2291967291967292,0.1758056758056758
2015-12-27,6279015.077695,1046502.5129491667,1078283.8960635,21354,0.21109240553684996,0.17349420127197904
2016-01-03,5964978.7545621,852139.8220803001,964641.5415009999,20797,0.17364117364117362,0.28539361872695207
2016-01-10,6063978.9663155,866282.7094736429,835320.439089,28376,0.22831489498156166,0.1798941798941799
2016-01-17,5263423.232019,751917.6045741428,671027.100027,29009,0.23416706750040084,0.187670354337021
2016-01-24,5168392.7819954,738341.8259993428,709784.229951,27898,0.21516754850088185,0.18149751483084817
2016-01-31,5172163.3663472,738880.4809067429,658090.687097,29368,0.16722783389450058,0.18270001603334937
2016-02-07,5468317.8436395,781188.2633770715,768586.5079877,38085,0.17131633798300466,0.17444284110950778
2016-02-14,5318236.997757,759748.1425367143,746939.64016,49634,0.18606701940035272,0.1845438512105179
2016-02-21,5307335.2011458,758190.7430208286,723794.722013,46367,0.20482603815937148,0.17259900593233926
2016-02-28,5126899.000635,732414.1429478572,675573.377814,45499,0.213644380311047,0.1782106782106782
2016-03-06,6029690.5003928,861384.3571989714,878452.364907,43779,0.2590989257655924,0.1705948372615039
2016-03-13,5165530.5276879,737932.9325268428,694645.8489091,40577,0.2772967772967773,0.18221901555234887
2016-03-20,5147911.9184724,735415.9883532,668186.702459,44234,0.27336860670194,0.1841430174763508
2016-03-27,4955530.4394377,707932.9199196715,690469.800941,36921,0.20089786756453426,0.19207952541285872
2016-04-03,5849937.4476596,835705.349665657,661057.8656583,39061,0.19536636203302868,0.18438351771685108
2016-04-10,5480297.1796477,782899.5970925286,744784.8430795,42372,0.20642937309603976,0.1812570145903479
2016-04-17,5337964.219358,762566.3170511428,667606.299867,45158,0.3011864678531345,0.18229918229918232
2016-04-24,7480088.1928387005,1068584.0275483858,1039369.932014,51898,0.3447971781305115,0.17468334135000801
2016-05-01,5644596.5256728,806370.9322389715,704799.4182328,69114,0.368366201699535,0.16835016835016833
2016-05-08,5866987.208812,838141.0298302857,798654.4540987,86838,0.38896905563572226,0.16410133076799743
2016-05-15,5465750.8998326,780821.5571189428,727543.4630335,81042,0.3855218855218855,0.16578483245149914
2016-05-22,5310199.8891736,758599.9841676571,706024.0579254,77074,0.38832772166105495,0.17211800545133876
2016-05-29,5139592.6457867995,734227.5208266856,695004.681298,86949,0.4215969215969216,0.17524450857784193
2016-06-05,6110935.8024349995,872990.8289192857,811525.320315,76072,0.4275292608625942,0.16674683341350008
2016-06-12,5063168.3297256995,723309.7613893857,696747.5498651,63075,0.4162257495590829,0.17845117845117844
2016-06-19,5184735.418113,740676.4883018571,708327.6370845,71237,0.41245791245791247,0.18326118326118326
2016-06-26,5108840.5533596,729834.3647656571,679248.0220203,66179,0.4042809042809043,0.18229918229918232
2016-07-03,5530545.2895665,790077.8985095,684735.608995,63027,0.4068462401795735,0.18302068302068303
2016-07-10,5412026.5507841,773146.6501120143,752110.940641,66753,0.40452140452140456,0.18101651434984767
2016-07-17,4987906.6665631,712558.0952233,675032.4290353,59787,0.39963123296456626,0.18438351771685108
2016-07-24,4918262.3846201,702608.9120885858,686848.847004,55622,0.4067660734327401,0.1895141895141895
2016-07-31,5082250.4273828,726035.7753403999,669585.8378729,54329,0.4083694083694084,0.19031585698252365
2016-08-07,5543218.5400281,791888.3628611572,779844.8100532,58001,0.36123136123136124,0.1762866762866763
2016-08-14,4828315.7891097,689759.3984442429,714905.9190669,60951,0.3770242103575437,0.17308000641333976
2016-08-21,5151623.7768006,735946.2538286571,720032.299881,64692,0.37221420554753887,0.18678852012185346
2016-08-28,4901269.0160393,700181.2880056143,674613.0479498,59376,0.35313451980118643,0.19921436588103256
2016-09-04,5750789.4229352,821541.3461336,731430.1240452,58876,0.3735770402437069,0.19151835818502486
2016-09-11,5492016.3459873,784573.7637124715,751583.025072,55987,0.35970819304152635,0.20073753407086742
2016-09-18,5084585.8474305,726369.4067757857,678776.4591265,69900,0.3463203463203463,0.20971620971620972
2016-09-25,5010213.3215651,715744.7602235858,666928.400013,81272,0.3543370210036877,0.2085938752605419
2016-10-02,5539344.1841921,791334.8834560142,664217.4402937,77947,0.3588263588263588,0.20386403719737053
2016-10-09,5706730.7211741,815247.2458820144,797612.239327,80749,0.3777457110790444,0.20666987333654
2016-10-16,5237643.2960992,748234.7565856,667954.207226,81270,0.3926567259900593,0.1995350328683662
2016-10-23,5107953.4130068,729707.6304295429,669453.5420583,76073,0.3935385602052269,0.19416386083052747
2016-10-30,4891625.0538441,698803.5791205857,638838.252231,100284,0.45935545935545935,0.18975468975468976
2016-11-06,6116187.871300001,873741.1244714287,858468.216477,108598,0.44508577841911173,0.1738816738816739
2016-11-13,5827590.727835501,832512.9611193573,790276.839009,105116,0.44909411576078245,0.18390251723585058
2016-11-20,5672285.3407707,810326.4772529572,738265.552222,93558,0.4429212762546096,0.1895141895141895
2016-11-27,5515793.7798468005,787970.5399781143,753685.041456,99543,0.4461279461279461,0.18590668590668588
2016-12-04,6252399.8297637,893199.9756805286,843603.315088,105901,0.45286195286195285,0.17652717652717653
2016-12-11,6185419.3568323,883631.3366903287,896824.938971,119656,0.4728234728234728,0.17003367003367004
2016-12-18,6419845.0444831,917120.7206404429,844251.703802,119568,0.4730639730639731,0.16851050184383518
2016-12-25,6954785.2891776,1159130.8815296001,1158578.35907875,108571,0.48849607182940513,0.15076692854470633
2017-01-01,6005626.5407374,857946.6486767714,951533.7138481,108604,0.41438191438191435,0.2716049382716049
2017-01-08,7410348.156386,1058621.165198,1103806.298949,94408,0.4834054834054834,0.15151515151515152
2017-01-15,5902413.5966886,843201.9423840857,770742.690065,86273,0.48565015231681896,0.15905082571749238
2017-01-22,5911570.7531251,844510.1075893,782656.0246723,86637,0.4789963123296457,0.15848965848965849
2017-01-29,5615398.8745464,802199.8392209143,744342.5929227,78026,0.4663299663299663,0.16009299342632674
2017-02-05,6306449.4938883,900921.3562697571,834667.1519293,73315,0.46592913259579927,0.1513548180214847
2017-02-12,5706049.265445501,815149.895063643,783605.377185,73261,0.4674523007856341,0.1596921596921597
2017-02-19,5509823.9110941,787117.7015848715,758855.71279,73653,0.4721821388488055,0.16658649991983324
2017-02-26,5509811.9812824,787115.9973260572,759120.0599607,75326,0.478675645342312,0.16490299823633156
2017-03-05,6744430.4796597,963490.0685228143,949366.8290505,82751,0.45943562610229277,0.14886964886964885
2017-03-12,5907994.3928354,843999.1989764858,781046.6619577,71521,0.4256052589385923,0.1549623216289883
2017-03-19,5978472.4478847,854067.4925549572,812306.77427,72344,0.42015392015392017,0.1514349847683181
2017-03-26,5939389.570158,848484.2243082857,787914.125515,73456,0.42424242424242425,0.15327881994548662
2017-04-02,6429788.598887,918541.2284124286,824632.985033,74228,0.42015392015392017,0.1608144941478275
2017-04-09,6056292.4750247,865184.6392892429,835602.6360017,66396,0.4086099086099086,0.15568382235048903
2017-04-16,5634508.93912,804929.8484457143,741331.430196,82830,0.45783229116562446,0.14806798140131475
2017-04-23,5815469.4443624,830781.3491946285,775916.9059055,98520,0.4740259740259741,0.13940997274330608
2017-04-30,5787303.609691,826757.6585272857,781159.2829995,107900,0.48741382074715406,0.12794612794612795
2017-05-07,6902522.204005,986074.6005721429,924247.257204,95866,0.49054032387365726,0.1234567901234568
2017-05-14,5672860.2348045,810408.6049720714,766101.907094,94621,0.5088985088985089,0.13035113035113036
2017-05-21,6112116.771036,873159.5387194286,823035.572122,92741,0.49847683181016517,0.129308962642296
2017-05-28,5847001.4773079995,835285.9253297142,778935.156126,91624,0.4826839826839827,0.13275613275613277
2017-06-04,6615276.6850565,945039.5264366429,858062.149411,76621,0.43746993746993745,0.13756613756613756
2017-06-11,6230842.904159199,890120.4148798856,842979.8370823,88751,0.4403559403559404,0.14213564213564214
2017-06-18,5840051.074291499,834293.0106130714,785885.9088963,93786,0.46208112874779544,0.1394901394901395
2017-06-25,5771429.7838312,824489.9691187429,787326.7170395,99406,0.44869328202661535,0.1426166426166426
2017-07-02,6106477.380516199,872353.9115023141,755367.8450665,102711,0.4426807760141093,0.1437389770723104
2017-07-09,6207049.1354799,886721.3050685572,844301.613116,109644,0.4519801186467853,0.1412538079204746
2017-07-16,5748515.429067,821216.4898667142,765489.6173932999,95951,0.4197530864197531,0.14590347923681257
2017-07-23,5744335.1641688,820619.3091669715,782418.2992188,87310,0.40724707391374054,0.1491101491101491
2017-07-30,5921811.856823,845973.1224032857,816564.327096,80675,0.4071669071669071,0.14959114959114958
2017-08-06,6410193.6061545,915741.943736357,964712.016051,75624,0.4284912618245951,0.14478114478114476
2017-08-13,5385401.8334737,769343.1190676715,792630.5350785,74655,0.4494147827481161,0.14590347923681257
2017-08-20,1523584.3420198,761792.1710099,761792.1710099,18648,0.4292929292929293,0.14870931537598203
